Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps|Pop_Urban|GDP_Capita_City
Jalandhar|Jalandhar|South Asia|226|India|"31°19'32.2"" N"|"75°34'45.1"" E"|2|Humid subtropical / hot semi-arid climate|296|OS|30.4|43.6|19.4|586.8||862196|1
Jammu|Jammu|South Asia|368|India|"32°43'59.9"" N"|"74°52'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|297|OT|29.4|38.7|18.9|1331.6|47.4|657314|1
Jamnagar|Jamnagar|South Asia|13|India|"22°28'0.1"" N"|"70°4'0.1"" E"|2|Hot semi-arid climate|298|OU|32.2|36.4|26.5|487|47|656411|1
Jamshedpur|Jamshedpur|South Asia|135|India|"22°48'0.0"" N"|"86°10'59.9"" E"|2|Tropical savanna climate|299|OV|32.2|38.8|26.2|1508.3|46.6|1443000|1
Jiamusi|Jiamusi|North-East Asia|61|China|"46°49'59.9"" N"|"130°20'60.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|300|OW|9.4|27.6|-12.7|516.5|-39.5|1089000|2
Jibuti|Jibuti|Africa|1|Djibouti|"11°35'42.0"" N"|"43°8'53.2"" E"|2|Hot desert climate|301|OX|33.4|41|29|131|47|623891|1
Jiddah|Jiddah|Middle East|34|Saudi Arabia|"21°31'0.8"" N"|"39°13'9.1"" E"|2|Hot desert climate|302|OY|33.6|37.6|28.8|53.5|49|3677000|3
Jilin_City|Jilin City|North-East Asia|189|China|"43°51'2.9"" N"|"126°33'36.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|303|OZ|7.9|22|-11|646.8||1881977|1
Jinan|Jinan|North-East Asia|27|China|"36°40'5.9"" N"|"116°59'49.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|304|PA|19.5|31.9|3.9|672.8||3789000|1
Joao_Pessoa|Joao Pessoa|South America|4|Brazil|"7°7'0.0"" S"|"34°52'0.1"" W"|2|Tropical monsoon climate|305|PB|29.3|30.5|27.5|2145.3||742478|3
Jodhpur|Jodhpur|South Asia|232|India|"26°17'12.1"" N"|"73°1'48.0"" E"|2|Hot semi-arid climate|306|PC|33.8|41.4|25|314.8|54|1266000|1
Johannesburg|Johannesburg|Africa|1753|South Africa|"26°11'60.0"" S"|"28°4'59.9"" E"|1|Subtropical highland climate|307|PD|21.9|25.6|16|713||8432000|3
Johor_Bahru|Johor Bahru|South-East Asia|5|Malaysia|"1°28'0.0"" N"|"103°45'0.0"" E"|2|Tropical rainforest climate|308|PE|31.8|32.8|30.6|2355.5||1688000|2
Joinville|Joinville|South America|120|Brazil|"26°18'0.0"" S"|"48°49'59.9"" W"|2|Humid subtropical climate|309|PF|24.6|29|21|1708||547000|2
Jos|Jos|Africa|1238|Nigeria|"9°55'0.0"" N"|"8°54'0.0"" E"|2|Tropical savanna climate|310|PG|28.8|31.9|24.7|1324||873943|2
Juneau,_Alaska|Juneau, Alaska|North America|17||"58°18'0"" N"|"134°25'0"" W"|2|Oceanic / humid continental (hot summer, wet all year) climate|311|PH|8.9|17.7|0.4|1581.6||32167|5
Kabul|Kabul|Middle East|1800|Afghanistan|"34°31'0.1"" N"|"69°10'59.9"" E"|2|Cold semi-arid climate|312|PI|19.6|32.1|4.5|312|-25.5|4635000|1
Kagoshima|Kagoshima|North-East Asia|89|Japan|"31°36'0.0"" N"|"130°33'0.0"" E"|2|Humid subtropical climate|313|PJ|22.8|32.5|12.8|2265.7||605855|4
Kaifeng|Kaifeng|North-East Asia|77|China|"34°44'39.1"" N"|"114°25'8.4"" E"|2|Humid subtropical (dry winter, wet summer) climate|314|PK|19.8|31.7|5.1|637.2||576915|2
Kaliningrad|Kaliningrad|Europe|15|Russian Federation|"54°42'36.0"" N"|"20°30'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|315|PL|11.8|23|0.7|824|-33.3|448548|3
Kalyan|Kalyan|South Asia|14|India|"19°15'0.0"" N"|"73°9'0.0"" E"|2|Tropical monsoon climate|316|PM|31.7|33.5|29.3|2355.2||2841000|1
Kampala|Kampala|Africa|1190|Uganda|"0°18'56.0"" N"|"32°33'56.2"" E"|2|Tropical rainforest climate|317|PN|27.8|29.3|26.9|1265||1930000|0
Kananga|Kananga|Africa|609|Congo DRC|"5°53'45.0"" S"|"22°25'4.1"" E"|2|Tropical savanna climate|318|PO|29.6|31|29|1439||1150000|0
Kanazawa|Kanazawa|North-East Asia|20|Japan|"36°34'0.1"" N"|"136°39'0.0"" E"|2|Humid subtropical climate|319|PP|18.5|30.9|6.8|2398.9||462478|5
Kano|Kano|Africa|518|Nigeria|"11°59'47.0"" N"|"8°31'0.0"" E"|2|Hot semi-arid / tropical savanna climate|320|PQ|33.2|38.2|29|696.4||3550000|1
Kanpur|Kanpur|South Asia|130|India|"26°28'0.1"" N"|"80°20'60.0"" E"|2|Hot desert climate|321|PR|32.2|40.7|23.1|959.5|47.3|3037000|1
Kaohsiung|Kaohsiung|North-East Asia|9|Taiwan|"22°37'59.9"" N"|"120°20'60.0"" E"|2|Tropical savanna climate|322|PS|28.8|32.4|23.9|1884.9||2599000|3
Karachi|Karachi|South Asia|14|Pakistan|"24°52'0.1"" N"|"67°2'60.0"" E"|2|Hot desert climate|323|PT|31.7|35.2|25.8|217.4|47.8|23500000|1
Karaj|Karaj|Middle East|1341|Iran|"35°49'44.0"" N"|"51°0'20.9"" E"|2|Cold semi-arid climate|324|PU|21.4|35.2|6.1|251.7||1967005|0
Kathmandu|Kathmandu|South Asia|1400|Nepal|"27°43'0.1"" N"|"85°19'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|325|PV|25.6|29.1|19.1|1454.9||1180000|0
Katsina|Katsina|Africa|465|Nigeria|"12°59'52.1"" N"|"7°35'58.0"" E"|2|Hot desert / tropical savanna climate|326|PW|28.6|33|23|689||318459|1
Kayseri|Kayseri|Europe|1050|Turkey|"38°43'55.9"" N"|"35°29'7.1"" E"|2|Continental Mediterranean climate|327|PX|18|30.6|4.1|406.1|-31.4|1322376|2
Kazan|Kazan|Russia & Central Asia|120|Russian Federation|"55°45'0.0"" N"|"49°7'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|328|PY|8.6|25.9|-8.1|558|-46.8|1160000|3
Kemerovo|Kemerovo|Russia & Central Asia|131|Russian Federation|"55°19'59.9"" N"|"86°4'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|329|PZ|7.1|25.5|-12.2|505|-48.4|549159|2
Kermanshah|Kermanshah|Middle East|1886|Iran|"34°18'51.1"" N"|"47°3'54.0"" E"|2|Hot summer Mediterranean climate|330|QA|22.3|37.8|6.5|478.7|44.1|851405|1
Khabarovsk|Khabarovsk|Russia & Central Asia|81|Russian Federation|"48°30'0.0"" N"|"135°5'60.0"" E"|2|Humid continental (mild summer, dry winter) / subarctic (cool summer, wet all year) climate|331|QB|7.4|26.6|-15.7|682|-40|601043|3
Kharkiv|Kharkiv|Europe|114|Ukraine|"50°0'0.0"" N"|"36°15'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|332|QC|12.1|26.4|-2.2|517|-35.6|1440000|1
Khartoum|Khartoum|Africa|379|Sudan|"15°35'17.2"" N"|"32°32'3.1"" E"|2|Hot desert climate|333|QD|37|41.9|30.7|121.3|46.8|6527500|1
Khulna|Khulna|South Asia|9|Bangladesh|"22°48'0.0"" N"|"89°32'60.0"" E"|2|Tropical savanna climate|334|QE|31.1|34.6|25.6|1809.4||1000000|1
Kiev|Kiev|Europe|169|Ukraine|"50°25'59.9"" N"|"30°31'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|335|QF|12.5|25.6|-0.9|619|-32.2|3375000|2
Kigale|Kigale|Africa|1497|Rwanda|"1°57'13.0"" S"|"30°3'38.2"" E"|2|Tropical savanna climate|336|QG|26.9|28.2|25.9|950.9||1132686|0
Kingston,_Jamaica|Kingston, Jamaica|North America|42|Jamaica|"18°0'0.0"" N"|"76°47'60.0"" W"|2|Tropical monsoon climate|337|QH|31.4|32.8|30.2|813||937700|2
Kinshasa|Kinshasa|Africa|178|Congo DRC|"4°17'60.0"" S"|"15°18'0.0"" E"|2|Tropical savanna climate|338|QI|30.4|32|27|1358||11587000|0
Kirkuk|Kirkuk|Middle East|354|Iraq|"35°28'5.2"" N"|"44°23'31.9"" E"|2|Hot semi-arid climate|339|QJ|28.7|43.2|13.8|361.3||850787|1
Kirov,_Kirov_Oblast|Kirov|Russia & Central Asia|179|Russian Federation|"58°35'48.8"" N"|"49°39'29.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|340|QK|7.2|24.2|-8.7|676|-45.2|473695|2
Kisangani|Kisangani|Africa|430|Congo DRC|"0°31'0.0"" N"|"25°11'60.0"" E"|2|Tropical monsoon climate|341|QL|30|31|28|1704||1000000|0
Kobe|Kobe|North-East Asia|46|Japan|"34°40'59.9"" N"|"135°10'1.2"" E"|2|Humid subtropical climate|342|QM|19.7|31.6|8.4|1315.6||17444000|5
Kochi|Kochi|South Asia|1|India|"9°58'0.0"" N"|"76°13'59.9"" E"|2|Tropical monsoon climate|343|QN|31.1|32.9|29.3|2978.1||2374000|1
Koeln|Koeln|Europe|46|Germany|"50°55'59.9"" N"|"6°57'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|344|QO|14.8|24.4|5.4|838.6|-23.4|1034175|5
Kolhapur|Kolhapur|South Asia|531|India|"16°41'60.0"" N"|"74°13'0.1"" E"|2|Tropical savanna climate|345|QP|30.7|37|26|995.3||549283|1
Konya|Konya|Europe|1030|Turkey|"37°51'56.2"" N"|"32°28'57.0"" E"|2|Cold semi-arid climate|346|QQ|18|30.2|4.7|324.3|-26.5|1190000|2
Kota_Kinabalu|Kota Kinabalu|South-East Asia|9|Malaysia|"5°58'60.0"" N"|"116°4'1.2"" E"|2|Tropical monsoon climate|347|QR|31.4|32.2|30.4|2547.2||452058|2
Krakow|Krakow|Europe|233|Poland|"50°4'59.9"" N"|"19°55'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|348|QS|12.9|24.2|1.1|631|-32.7|1725894|2
Krasnodar|Krasnodar|Europe|45|Russian Federation|"45°1'58.1"" N"|"38°58'36.8"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|349|QT|17.4|30.2|4.4|735|-32.9|744995|3
Krasnoyarsk|Krasnoyarsk|Russia & Central Asia|232|Russian Federation|"56°0'34.9"" N"|"92°47'30.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|350|QU|6.9|24.8|-11.4|488|-52.8|973826|3
Kryvyy_Rih|Kryvyy Rih|Europe|81|Ukraine|"47°55'0.1"" N"|"33°21'0.0"" E"|2|Humid continental (hot summer, wet all year) climate|351|QV|13.7|27.8|-0.9|442|-27.3|654900|1
Kuala_Lumpur|Kuala Lumpur|South-East Asia|62|Malaysia|"3°10'0.0"" N"|"101°42'0.0"" E"|1|Tropical rainforest climate|352|QW|32.4|33.1|31.5|2628||7088000|3
Kuching|Kuching|South-East Asia|1|Malaysia|"1°33'0.0"" N"|"110°19'58.8"" E"|2|Tropical rainforest climate|353|QX|31.7|32.7|29.8|4116.7||325132|2
Kugluktuk|Kugluktuk|North America|23|Canada|"67°49'32"" N"|"115°05'42"" W"|3|Subarctic (cool summer, wet all year) climate|354|QY|-6.1|15.6|-23.4|247.2|-47.3|1450|
Kumamoto|Kumamoto|North-East Asia|32|Japan|"32°47'60.0"" N"|"130°43'1.2"" E"|2|Humid subtropical climate|355|QZ|22|33.2|10.5|1985.9||731286|4
Kumasi|Kumasi|Africa|252|Ghana|"6°40'60.0"" N"|"1°37'0.0"" W"|2|Tropical monsoon climate|356|RA|30.7|33.5|27.7|1402.4||2500000|0
Kunming|Kunming|North-East Asia|1900|China|"25°2'20.0"" N"|"102°43'4.8"" E"|2|Subtropical highland climate|357|RB|20.8|24.4|15.1|1011.2||3649000|2
Kwangju|Kwangju|North-East Asia|31|South Korea|"35°9'16.9"" N"|"126°54'57.6"" E"|2|Humid subtropical / humid continental (hot summer, dry winter) climate|358|RC|19.1|30.7|5.3|1390.9||1477780|4
Kyoto|Kyoto|North-East Asia|74|Japan|"35°0'0.0"" N"|"135°45'0.0"" E"|2|Humid subtropical climate|359|RD|20.8|33.3|8.9|1491.3||17444000|5
La_Paz|La Paz|South America|3650|Bolivia|"16°30'0.0"" S"|"68°9'0.0"" W"|2|Subtropical highland climate|360|RE|13.1|15|12|575||1907000|1
La_Plata|La Plata|South America|29|Argentina|"34°55'53.0"" S"|"57°56'56.0"" W"|2|Humid subtropical climate|361|RF|21.3|28.8|14.3|1007||894253|3
La_Rinconada,_Peru|La Rinconada, Peru|South America|5100|Peru|"14°37'57"" S"|"69°26'45"" W"|2|Hot desert climate|362|RG|8.9|11|7.7|707||50000|1
Labrador_City|Labrador City|North America|548|Canada|"52°57'0"" N"|"66°55'0"" W"|2|Subarctic (cool summer, wet all year) climate|363|RH|2.1|19.1|-16.7|839.5|-47.8|7367|5
Lagos|Lagos|Africa|39|Nigeria|"6°27'11.0"" N"|"3°23'45.0"" E"|2|Tropical monsoon climate|364|RI|30.7|33.1|28.1|1538||17060307|0
Lahore|Lahore|South Asia|210|Pakistan|"31°32'58.9"" N"|"74°20'37.0"" E"|2|Hot semi-arid climate|365|RJ|30.8|40.4|19.8|628.8|48.3|15600000|1
Lakhnau|Lakhnau|South Asia|132|India|"26°51'0.0"" N"|"80°55'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|366|RK|32|40|22.5|990.1|47.7|2472250|1
Lampang|Lampang|South-East Asia|248|Thailand|"18°17'53.9"" N"|"99°30'25.9"" E"|2|Tropical savanna climate|367|RL|33.7|38.3|30.2|1045.5||58074|1
Lanzhou|Lanzhou|North-East Asia|1500|China|"36°3'23.0"" N"|"103°47'31.2"" E"|2|Cold semi-arid climate|368|RM|16.7|29.3|1.7|311.7||2703000|1
Larache|Larache|Africa|323|Morocco|"35°11'49.9"" N"|"6°9'12.0"" W"|2|Warm summer Mediterranean climate|369|RN|21.8|28.6|16.2|735.9||121257|1
Las_Vegas|Las Vegas|North America|609|United States of America|"36°10'30.0"" N"|"115°8'9.6"" W"|2|Hot desert climate|370|RO|26.7|40.1|13.7|106.43|47.2|2191000|5
Leeds|Leeds|Europe|61|United Kingdom of Great Britain and Northern Ireland|"53°47'60.0"" N"|"1°34'60.0"" W"|2|Oceanic climate|371|RP|12.6|19.9|5.8|660||2302000|5
Leipzig|Leipzig|Europe|110|Germany|"51°17'60.0"" N"|"12°19'59.9"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|372|RQ|13.7|24.5|3.2|534.4|-27.6|1001220|4
Lhasa|Lhasa|North-East Asia|3650|China|"29°39'0"" N"|"91°07'0"" E"|2|Cold semi-arid climate|373|RR|15.8|23.2|7.2|426.5||223000|2
Libreville|Libreville|Africa|8|Gabon|"0°22'60.0"" N"|"9°26'60.0"" E"|2|Tropical monsoon climate|374|RS|28.6|30.2|26.4|2841.7||578156|2
Lilongwe|Lilongwe|Africa|1036|Malawi|"13°58'59.9"" S"|"33°46'59.9"" E"|2|Humid subtropical (dry winter, wet summer) climate|375|RT|26.2|30|23|834||1077116|0
Lima|Lima|South America|712|Peru|"12°3'0.0"" S"|"77°2'60.0"" W"|2|Cold desert climate|376|RU|22.1|26.5|18.4|13||10750000|2
Lisboa|Lisboa|Europe|231|Portugal|"38°43'0.1"" N"|"9°7'60.0"" W"|2|Hot summer Mediterranean / oceanic climate|377|RV|21.3|28.3|14.8|774||2666000|4
Liuzhou|Liuzhou|North-East Asia|91|China|"24°18'45.0"" N"|"109°23'20.4"" E"|2|Humid subtropical climate|378|RW|25.1|33.5|14.2|1415.2||1574000|1
Liverpool|Liverpool|Europe|6|United Kingdom of Great Britain and Northern Ireland|"53°25'0.1"" N"|"3°0'0.0"" W"|2|Oceanic climate|379|RX|12.7|19.3|6.8|676.75||2241000|4
Lodz|Lodz|Europe|198|Poland|"51°45'0.0"" N"|"19°28'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|380|RY|12.3|24|0.4|581.8|-31.1|1428600|2
Loei|Loei|South-East Asia|246|Thailand|"17°25'59.9"" N"|"101°43'1.2"" E"|2|Tropical savanna climate|381|RZ|32.2|35.9|28.9|1234.1||676087|1
Lomé|Lomé|Africa|74|Togo|"6°7'55.0"" N"|"1°13'22.0"" E"|2|Tropical savanna climate|382|SA|30.5|32.1|27.8|859||1941000|0
London|London|Europe|21|United Kingdom of Great Britain and Northern Ireland|"51°30'0.0"" N"|"0°7'0.0"" W"|1|Oceanic climate|383|SB|15.2|23.5|8.1|601.7||10236000|5
Londrina|Londrina|South America|546|Brazil|"23°18'0.0"" S"|"51°8'60.0"" W"|2|Humid subtropical climate|384|SC|27.5|30.1|23.5|1632.9||537566|1
Long_Beach,_California|Long Beach, California|North America|1|United States of America|"33°46'0.8"" N"|"118°11'16.8"" W"|2|Hot semi-arid climate|385|SD|23.4|28.8|19.3|311.4|43.9|15058000|5
Longyearbyen|Longyearbyen|Europe|50|Norway|"78°13'0"" N"|"15°33'0"" E"|3|Tundra climate|386|SE|-4.8|7|-13|271|-46.3|2040|
Los_Angeles|Los Angeles|North America|115|United States of America|"34°3'7.9"" N"|"118°14'34.8"" W"|1|Hot summer Mediterranean / cold semi-arid climate|387|SF|24|29.1|19.8|379.22|45|15058000|5
Luanda|Luanda|Africa|6|Angola|"8°50'18.0"" S"|"13°14'3.8"" E"|2|Hot semi-arid / tropical savanna climate|388|SG|26.9|30|23.3|325.1||5899000|1
Ludhiana|Ludhiana|South Asia|243|India|"30°53'60.0"" N"|"75°50'60.0"" E"|2|Humid subtropical / continental Mediterranean climate|389|SH|29.9|39.6|18.9|733|48.3|1714000|0
Luoyang|Luoyang|North-East Asia|122|China|"34°41'1.0"" N"|"112°27'14.4"" E"|2|Humid continental (hot summer, wet all year) climate|390|SI|20.5|32.7|6.1|602.3||1939000|2
Lusaka|Lusaka|Africa|1279|Zambia|"15°25'0.1"" S"|"28°16'59.9"" E"|2|Humid subtropical (dry winter, wet summer) climate|391|SJ|27.5|31.7|23.8|882.1||2190000|1
Luxor|Luxor|Africa|99|Egypt|"25°41'0"" N"|"32°39'0"" E"|2|Hot desert climate|392|SK|33.4|41.4|23|1|48.5|506588|1
Lvov|Lvov|Europe|296|Ukraine|"49°49'59.9"" N"|"24°0'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|393|SL|12.3|23.9|-0.1|748|-29.5|729842|1
Lyon|Lyon|Europe|173|France|"45°45'0.0"" N"|"4°50'60.0"" E"|2|Oceanic / humid subtropical climate|394|SM|16.9|27.7|6.4|831.9|-24.6|1583000|5
Maanshan|Maanshan|North-East Asia|20|China|"31°43'59.9"" N"|"118°28'58.8"" E"|2|Humid subtropical climate|395|SN|20.8|33|7|1058.4||1366302|1
Maceio|Maceio|South America|1|Brazil|"9°40'0.0"" S"|"35°43'0.1"" W"|2|Tropical monsoon climate|396|SO|28.9|30.4|27|2070.7||996733|2
Macquarie_Island|Macquarie Island|Australia & New Zealand|200|Australia|"54°37'0.12"" S"|"158°51'0"" E"|3|Tundra climate|397|SP|6.6|8.8|4.9|967.8||0|5
Madras|Madras|South Asia|7|India|"13°4'59.9"" N"|"80°16'59.9"" E"|2|Tropical savanna climate|398|SQ|32.7|36.9|28.5|1391.5|45|9714000|1
Madrid|Madrid|Europe|638|Spain|"40°23'60.0"" N"|"3°40'60.0"" W"|1|Hot summer Mediterranean / hot semi-arid climate|399|SR|20|32.1|9.8|423||6171000|4
Madurai|Madurai|South Asia|135|India|"9°55'60.0"" N"|"78°7'0.1"" E"|2|Tropical savanna climate|400|SS|34.2|37.7|29.7|838.1|44.5|1582000|0
Maha_Sarakham|Maha Sarakham|South-East Asia|149|Thailand|"16°10'59.9"" N"|"103°13'1.2"" E"|2|Tropical savanna climate|401|ST|33.4|36.8|30.5|1201.9||40154|1
Maiduguri|Maiduguri|Africa|300|Nigeria|"11°50'42.0"" N"|"13°9'36.0"" E"|2|Hot semi-arid / tropical savanna climate|402|SU|35.2|40.1|31.9|552.1|47|1197497|1
Maisuru|Maisuru|South Asia|770|India|"12°18'25.9"" N"|"76°38'58.9"" E"|2|Tropical savanna climate|403|SV|29.9|34.3|27.5|804.2||990900|1
Makasar|Makasar|South-East Asia|3|Indonesia|"5°8'47.0"" S"|"119°26'20.4"" E"|2|Tropical monsoon climate|404|SW|32.5|34.8|30.7|3137||1334090|1
Makhachkala|Makhachkala|Russia & Central Asia|4|Russian Federation|"42°58'31.1"" N"|"47°30'7.9"" E"|2|Cold semi-arid climate|405|SX|16|28.9|4.2|365|-26.9|572076|2
Malaga|Malaga|Europe|291|Spain|"36°43'0.1"" N"|"4°25'0.0"" W"|2|Hot summer Mediterranean climate|406|SY|23.3|30.8|16.8|535||1619714|4
Malatia|Malatia|Europe|950|Turkey|"38°21'11.9"" N"|"38°18'42.8"" E"|2|Continental Mediterranean / cold semi-arid climate|407|SZ|19.1|34.1|3.5|386.3||426381|3
Manado|Manado|South-East Asia|16|Indonesia|"1°29'33.0"" N"|"124°50'16.8"" E"|2|Tropical rainforest climate|408|TA|30.6|31.8|29.4|2680|45|430790|1
Managua|Managua|South America|306|Nicaragua|"12°9'2.9"" N"|"86°16'5.9"" W"|2|Tropical monsoon climate|409|TB|31.8|34.3|30.3|1204||2408000|1
Manaus|Manaus|South America|35|Brazil|"3°6'48.0"" S"|"60°1'31.1"" W"|2|Tropical monsoon climate|410|TC|31.4|32.9|30.4|2307.3||1893000|2
Mandalay|Mandalay|South-East Asia|80|Myanmar|"22°0'0.0"" N"|"96°4'59.9"" E"|2|Tropical monsoon climate|411|TD|33|38.4|28.2|839||1160000|1
Manila|Manila|South-East Asia|19|Philippines|"14°36'15.1"" N"|"120°58'55.2"" E"|2|Tropical savanna climate|412|TE|31.1|33.4|29.5|2025.7||24123000|2
Maputo|Maputo|Africa|47|Mozambique|"25°57'55.1"" S"|"32°35'21.1"" E"|2|Tropical savanna climate|413|TF|27.2|29.9|24.4|813.6|46|2615000|0
Mar_Del_Plata|Mar Del Plata|South America|39|Argentina|"38°0'0.0"" S"|"57°32'60.0"" W"|2|Oceanic / humid subtropical climate|414|TG|19.6|26.3|13.1|923.6||614350|3
Maracaibo|Maracaibo|South America|3|Venezuela|"10°37'54.1"" N"|"71°38'26.2"" W"|2|Hot semi-arid / tropical savanna climate|415|TH|33.1|34.2|32.4|580.4||2037000|1
Marrakech|Marrakech|Africa|451|Morocco|"31°37'59.9"" N"|"8°0'0.0"" W"|2|Hot semi-arid climate|416|TI|26.7|37.2|18.4|281.3||1173000|1
Marseille|Marseille|Europe|54|France|"43°17'60.0"" N"|"5°24'0.0"" E"|2|Hot summer Mediterranean / warm summer Mediterranean climate|417|TJ|19.7|29.1|11.8|592.1||1397000|5
Mashhad|Mashhad|Middle East|985|Iran|"36°17'44.9"" N"|"59°36'42.8"" E"|2|Cold semi-arid climate|418|TK|21.1|34.4|6.7|255.7|43.8|3294000|1
Matsuyama|Matsuyama|North-East Asia|28|Japan|"33°50'11.0"" N"|"132°45'10.8"" E"|2|Humid subtropical climate|419|TL|20.2|31.6|9.2|1286.1||516459|5
Mecca|Mecca|Middle East|307|Saudi Arabia|"21°25'36.1"" N"|"39°49'34.0"" E"|2|Hot desert climate|420|TM|36.7|41.9|29.9|110.1|49.8|1647000|3
Medan|Medan|South-East Asia|52|Indonesia|"3°34'60.0"" N"|"98°40'0.1"" E"|2|Tropical monsoon climate|421|TN|32.3|33.4|30.9|2263||3942000|1
Medellín|Medellín|South America|1495|Colombia|"6°17'29.0"" N"|"75°32'10.0"" W"|2|Tropical rainforest climate|422|TO|27.6|28.3|26.8|1672.9||3568000|2
Medina|Medina|Middle East|628|Saudi Arabia|"24°28'7.0"" N"|"39°36'51.1"" E"|2|Hot desert climate|423|TP|34|42.2|23.6|49.1|47.5|1233000|3
Meerut|Meerut|South Asia|220|India|"28°58'59.9"" N"|"77°42'0.0"" E"|2|Humid subtropical / hot semi-arid climate|424|TQ|31|39.1|21.9|844.8|46.1|1541000|1
Meknes|Meknes|Africa|548|Morocco|"33°53'60.0"" N"|"5°32'60.0"" W"|2|Hot summer Mediterranean climate|425|TR|23|32.7|15.3|607.9||750000|1
Melbourne|Melbourne|Australia & New Zealand|58|Australia|"37°49'0.1"" S"|"144°58'1.2"" E"|1|Oceanic / humid subtropical climate|426|TS|19.9|25.9|13.5|648.3|46.4|3906000|5
Memphis|Memphis|North America|75|United States of America|"34°55'5.2"" N"|"90°8'12.8"" W"|2|Humid subtropical climate|427|TT|22.4|33.1|9.9|1363.6||1102000|5
Mersin|Mersin|Europe|6|Turkey|"36°43'58.1"" N"|"34°38'39.1"" E"|2|Hot summer Mediterranean climate|428|TU|23.6|31.5|16.5|609.6||1071703|3
Mesa,_Arizona|Mesa, Arizona|North America|386|United States of America|"33°25'19.9"" N"|"111°49'19.2"" W"|2|Hot desert climate|429|TV|30.3|41.1|19.4|235.46|48.3|4489109|4
Mexicali|Mexicali|North America|2|Mexico|"32°39'6.8"" N"|"115°28'4.8"" W"|2|Hot desert climate|430|TW|31.2|42.3|20.4|70.9|52|1018000|2
Mexico_City|Mexico City|North America|2250|Mexico|"19°23'60.0"" N"|"99°2'60.0"" W"|1|Subtropical highland climate|431|TX|24|26.8|21.7|846.2||20063000|3
Miami|Miami|North America|2|United States of America|"25°46'31"" N"|"80°12'32"" W"|1|Tropical monsoon climate|432|TY|29|32.8|24.7|1572.27||5764000|5
Milan|Milan|Europe|110|Italy|"45°28'0.1"" N"|"9°11'60.0"" E"|1|Humid subtropical / hot summer Mediterranean climate|433|TZ|18.6|30.5|6.9|957.6||5257000|5
Milwaukee|Milwaukee|North America|195|United States of America|"43°2'20.0"" N"|"87°54'23.0"" W"|2|Humid continental (hot summer, wet all year) climate|434|UA|13|26.7|-1.7|882.9||1408000|5
Minneapolis|Minneapolis|North America|264|United States of America|"44°59'0"" N"|"93°16'0"" W"|2|Humid continental (hot summer, wet all year) climate|435|UB|12.9|28.6|-4.6|777.6||2771000|5
Minsk|Minsk|Europe|215|Belarus|"53°53'60.0"" N"|"27°34'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|436|UC|10.6|23.6|-2.1|690|-39.1|1910000|2
Mississauga|Mississauga|North America|171|Canada|"43°8'60.0"" N"|"79°30'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|437|UD|13|27.1|-1.5|786|50.3|713443|4
Mogadishu|Mogadishu|Africa|58|Somalia|"2°4'0.0"" N"|"45°22'0.1"" E"|2|Hot semi-arid / hot desert climate|438|UE|30.3|32|29|429.2||2120000|0
Mombasa|Mombasa|Africa|1|Kenya|"4°2'60.0"" S"|"39°40'0.1"" E"|2|Tropical monsoon climate|439|UF|30.2|32.6|27.7|1059||1116000|0
Monrovia|Monrovia|Africa|30|Liberia|"6°18'38.0"" N"|"10°48'16.9"" W"|2|Tropical monsoon / tropical savanna climate|440|UG|30.4|31.9|28.9|5140||1100000|0
Montevideo|Montevideo|South America|78|Uruguay|"34°51'29.2"" S"|"56°10'14.9"" W"|2|Humid subtropical climate|441|UH|21.4|28.4|15|1101.2||1700000|3
Montreal|Montreal|North America|113|Canada|"45°30'0.0"" N"|"73°34'59.9"" W"|2|Humid continental (mild summer, wet all year) climate|442|UI|11.5|26.3|-5.3|1000.6|46.8|3536000|4
